X,Y,Z,sii_sii
-1.088291777334476800e+16,1.615116653454950400e+16,1.662127647490048000e+16,7.109299302101135254e-01
-1.088291777334476800e+16,1.623075335228620800e+16,1.649147934198988800e+16,6.562039256095886230e-01
-1.088291777334476800e+16,1.631034017002291200e+16,1.640277860365107200e+16,6.639316082000732422e-01
-1.088291777334476800e+16,1.638992591401779200e+16,4.333979020820480000e+15,7.155933380126953125e-01
-1.088291777334476800e+16,1.646951273175449600e+16,4.280755249217536000e+15,9.731181263923645020e-01
-1.088291777334476800e+16,1.654909954949120000e+16,1.000968864504217600e+16,9.134505987167358398e-01
-1.088291777334476800e+16,1.662868636722790400e+16,9.998487370334208000e+15,9.586914181709289551e-01
-1.088291777334476800e+16,1.758372603258470400e+16,-1.051457171436339200e+16,6.811453104019165039e-01
-1.088291777334476800e+16,1.766331285032140800e+16,1.218647900238643200e+16,7.239949107170104980e-01
-1.088291777334476800e+16,1.774289966805811200e+16,1.217803294919884800e+16,6.914989352226257324e-01
-1.088291777334476800e+16,1.782248648579481600e+16,1.224998224134144000e+16,7.117533683776855469e-01
-1.088291777334476800e+16,1.790207330353152000e+16,1.226979599921971200e+16,8.293575048446655273e-01
-1.088291777334476800e+16,1.798165904752640000e+16,1.241280337779097600e+16,8.022079467773437500e-01
-1.088291777334476800e+16,1.806124586526310400e+16,1.255112172581683200e+16,5.940421819686889648e-01
-1.088291777334476800e+16,1.814083375674163200e+16,1.452195336893235200e+16,6.054027676582336426e-01
-1.088291777334476800e+16,1.822041950073651200e+16,1.468081132430950400e+16,6.602913141250610352e-01
-1.088291777334476800e+16,1.830000739221504000e+16,1.459165639317913600e+16,7.786065340042114258e-01
-1.088291777334476800e+16,1.837959313620992000e+16,1.450907813072076800e+16,7.329297065734863281e-01
-1.088291777334476800e+16,1.845918102768844800e+16,1.233666649253478400e+16,6.057934761047363281e-01
-1.088291777334476800e+16,1.853876462419968000e+16,1.374567990611148800e+16,7.791259288787841797e-01
-1.088291777334476800e+16,1.861835251567820800e+16,1.415098737990041600e+16,8.067576289176940918e-01
-1.088291777334476800e+16,1.869793825967308800e+16,1.425848182138470400e+16,7.644326090812683105e-01
-1.088291777334476800e+16,1.877752615115161600e+16,2.532813296159948800e+16,9.214128255844116211e-01
-1.088291777334476800e+16,1.885711189514649600e+16,2.534471797781299200e+16,7.749238014221191406e-01
-1.088291777334476800e+16,1.893669763914137600e+16,2.541384547644211200e+16,8.566240072250366211e-01
-1.088291777334476800e+16,1.901628553061990400e+16,2.546910667315609600e+16,6.848599910736083984e-01
-1.088291777334476800e+16,2.204057816216371200e+16,9.614489376784384000e+15,5.822769999504089355e-01
-1.088291777334476800e+16,2.212016390615859200e+16,9.621596473917440000e+15,7.688205242156982422e-01
-1.088291777334476800e+16,2.219975179763712000e+16,9.609611367677952000e+15,8.541123270988464355e-01
-1.088291777334476800e+16,2.227933754163200000e+16,9.582786075688960000e+15,7.901089787483215332e-01
-1.088291777334476800e+16,2.235892543311052800e+16,9.585055965904896000e+15,7.274366021156311035e-01
-1.088291777334476800e+16,2.243851117710540800e+16,9.544291357556736000e+15,8.297650814056396484e-01
-1.088291777334476800e+16,2.251809906858393600e+16,9.473008859086848000e+15,8.291729688644409180e-01
-1.088291777334476800e+16,2.259768481257881600e+16,9.333760650641408000e+15,9.072067141532897949e-01
-1.088291777334476800e+16,2.267727270405734400e+16,9.259149552517120000e+15,9.613310098648071289e-01
-1.088291777334476800e+16,2.275685630056857600e+16,9.231703637753856000e+15,8.559078574180603027e-01
-1.088291777334476800e+16,2.283644419204710400e+16,9.227533224509440000e+15,6.952743530273437500e-01
-1.088291777334476800e+16,2.291602993604198400e+16,9.206444935086080000e+15,6.278678178787231445e-01
-1.088291777334476800e+16,2.299561782752051200e+16,9.182392044486656000e+15,5.544874668121337891e-01
-1.088291777334476800e+16,2.307520357151539200e+16,9.107226895581184000e+15,5.286736488342285156e-01
-1.088291777334476800e+16,2.315479146299392000e+16,9.131621236080640000e+15,6.700227260589599609e-01
-1.088291777334476800e+16,2.323437720698880000e+16,9.126616525438976000e+15,1.064814567565917969e+00
-1.088291777334476800e+16,2.339355084246220800e+16,9.150243140534272000e+15,9.615886807441711426e-01
-1.088291777334476800e+16,2.347313873394073600e+16,9.209211967766528000e+15,4.973311424255371094e-01
-1.088291777334476800e+16,2.363231236941414400e+16,9.405793694646272000e+15,8.551055192947387695e-01
-1.088291777334476800e+16,2.371189811340902400e+16,9.494052051353600000e+15,1.284413337707519531e+00
-1.088291777334476800e+16,2.379148385740390400e+16,9.519210896031744000e+15,1.226046681404113770e+00
-1.088291777334476800e+16,2.387107174888243200e+16,9.575132443967488000e+15,8.563374876976013184e-01
-1.088291777334476800e+16,2.395065749287731200e+16,9.672222327177216000e+15,1.146902918815612793e+00
-1.088291777334476800e+16,2.403024538435584000e+16,9.761914129219584000e+15,8.570170998573303223e-01
-1.088291777334476800e+16,2.410982898086707200e+16,9.777262194851840000e+15,1.091455101966857910e+00
-1.088291777334476800e+16,2.418941687234560000e+16,9.824703329861632000e+15,9.402070641517639160e-01
-1.088291777334476800e+16,2.426900261634048000e+16,9.801150802952192000e+15,1.171286463737487793e+00
-1.088291777334476800e+16,2.434859050781900800e+16,9.776879942762496000e+15,5.775611400604248047e-01
-1.088291777334476800e+16,2.442817625181388800e+16,9.776937924820992000e+15,7.806120514869689941e-01
-1.080333095560806400e+16,-3.518221601524940800e+16,4.876989588570112000e+15,9.959496259689331055e-01
-1.080333095560806400e+16,-3.510263456622182400e+16,4.938734575288320000e+15,9.711198806762695312e-01
-1.080333095560806400e+16,-3.502304667474329600e+16,5.011519238569984000e+15,1.067571997642517090e+00
-1.080333095560806400e+16,-3.494346093074841600e+16,5.083656972402688000e+15,8.703493475914001465e-01
-1.080333095560806400e+16,-3.486387303926988800e+16,5.169218626519040000e+15,9.649453759193420410e-01
-1.080333095560806400e+16,-3.478428729527500800e+16,5.225664160464896000e+15,1.033354640007019043e+00
-1.080333095560806400e+16,-3.136205950130585600e+16,-1.289151211110400000e+15,9.489596486091613770e-01
-1.080333095560806400e+16,-3.128247375731097600e+16,-1.297391642738688000e+15,1.001455307006835938e+00
-1.080333095560806400e+16,-3.120288586583244800e+16,-1.277476147822592000e+15,9.748414158821105957e-01
-1.080333095560806400e+16,-3.112330012183756800e+16,-1.303292793585664000e+15,1.031946420669555664e+00
-1.080333095560806400e+16,-3.104371223035904000e+16,-1.285488275095552000e+15,9.209480881690979004e-01
-1.080333095560806400e+16,-9.953252774772736000e+15,2.840010402509619200e+16,8.520420789718627930e-01
-1.080333095560806400e+16,-9.873665957036032000e+15,2.847394310284902400e+16,8.380908966064453125e-01
-1.080333095560806400e+16,-9.794079139299328000e+15,-2.102219846660915200e+16,8.404273986816406250e-01
-1.080333095560806400e+16,-9.714492321562624000e+15,-2.094754334507008000e+16,8.899980187416076660e-01
-1.080333095560806400e+16,-9.634906577567744000e+15,-2.095835163027046400e+16,8.155426979064941406e-01
-1.080333095560806400e+16,-9.555319759831040000e+15,-2.095534515316326400e+16,8.509610295295715332e-01
-1.080333095560806400e+16,-9.475732942094336000e+15,-2.092989747193446400e+16,8.973258137702941895e-01
-1.080333095560806400e+16,-9.396146124357632000e+15,-2.087552533345075200e+16,8.126764893531799316e-01
-1.080333095560806400e+16,-9.316559306620928000e+15,-2.078011048748646400e+16,7.753319144248962402e-01
-1.080333095560806400e+16,-9.236972488884224000e+15,-2.066915000739430400e+16,8.652846813201904297e-01
-1.080333095560806400e+16,-9.157385671147520000e+15,-2.059635245921075200e+16,7.525542974472045898e-01
-1.080333095560806400e+16,-9.077798853410816000e+15,-2.054249356931891200e+16,6.925749182701110840e-01
-1.080333095560806400e+16,-8.998213109415936000e+15,4.681555691700224000e+15,7.633222341537475586e-01
-1.080333095560806400e+16,-8.918626828550144000e+15,4.927021125730304000e+15,8.645358085632324219e-01
-1.080333095560806400e+16,-8.839040010813440000e+15,-2.062094544194764800e+16,9.344841837882995605e-01
-1.080333095560806400e+16,-8.759453193076736000e+15,-2.072034601756262400e+16,7.545310854911804199e-01
-1.080333095560806400e+16,-8.679866375340032000e+15,-2.093204710306611200e+16,6.042470932006835938e-01
-1.080333095560806400e+16,-8.600279557603328000e+15,-2.118361407501107200e+16,6.647849082946777344e-01
-1.080333095560806400e+16,-7.008546960965632000e+15,-1.784457657633996800e+16,8.709104061126708984e-01
-1.080333095560806400e+16,-6.928960143228928000e+15,-1.777648523857100800e+16,8.694023489952087402e-01
-1.080333095560806400e+16,-6.849373325492224000e+15,-1.770682086902988800e+16,8.919874429702758789e-01
-1.080333095560806400e+16,-6.769786507755520000e+15,-1.758433054923161600e+16,8.083403706550598145e-01
-1.080333095560806400e+16,-6.690200226889728000e+15,-1.740906367130009600e+16,8.639224767684936523e-01
-1.080333095560806400e+16,-6.610613409153024000e+15,-1.719100388671488000e+16,7.940064668655395508e-01
-1.080333095560806400e+16,-6.531027128287232000e+15,-1.700635572646707200e+16,7.554976344108581543e-01
-1.080333095560806400e+16,-6.451440310550528000e+15,-1.690769603271065600e+16,7.014857530593872070e-01
-1.080333095560806400e+16,-6.371854029684736000e+15,-1.685230598697779200e+16,7.027715444564819336e-01
-1.080333095560806400e+16,-5.973920477872128000e+15,-1.874887657180364800e+16,4.960952103137969971e-01
-1.080333095560806400e+16,-5.894333660135424000e+15,-1.873266951271219200e+16,9.955289959907531738e-01
-1.080333095560806400e+16,-5.814746842398720000e+15,-1.870621680913612800e+16,9.978359937667846680e-01
-1.080333095560806400e+16,-6.416152993464320000e+14,2.230114953304473600e+16,7.368354797363281250e-01
-1.080333095560806400e+16,-5.620286493818880000e+14,2.244256992120012800e+16,8.712575435638427734e-01
-1.080333095560806400e+16,-4.824419994173440000e+14,2.398310382331494400e+16,8.820858001708984375e-01
-1.080333095560806400e+16,-4.028553494528000000e+14,2.368430724349952000e+16,9.468262791633605957e-01
-1.080333095560806400e+16,-3.232687330426880000e+14,2.374496077165363200e+16,9.249957799911499023e-01
-1.080333095560806400e+16,-2.436820495237120000e+14,2.373724271542272000e+16,9.169480204582214355e-01
-1.080333095560806400e+16,-1.640954163363840000e+14,2.052075029738291200e+16,8.923846483230590820e-01
-1.080333095560806400e+16,-8.450878314905600000e+13,2.060748071947468800e+16,8.788521885871887207e-01
-1.080333095560806400e+16,-4.922140000256000000e+12,2.066260232975155200e+16,8.731538653373718262e-01
-1.080333095560806400e+16,7.466450839142400000e+13,2.068928481407795200e+16,8.330648541450500488e-01
-1.080333095560806400e+16,1.542511331901440000e+14,2.068751528755200000e+16,8.380698561668395996e-01
-1.080333095560806400e+16,2.338377831546880000e+14,2.060954015629312000e+16,8.291074037551879883e-01
-1.080333095560806400e+16,3.134244331192320000e+14,2.058288988422144000e+16,8.099575042724609375e-01
-1.080333095560806400e+16,3.930110830837760000e+14,2.055185874550784000e+16,7.165108919143676758e-01
-1.080333095560806400e+16,4.725977330483200000e+14,2.055967558598656000e+16,7.331897616386413574e-01
-1.080333095560806400e+16,5.521843494584320000e+14,2.063380027906457600e+16,6.791989803314208984e-01
-1.080333095560806400e+16,1.109290865655808000e+15,-1.520752463865446400e+16,5.915001630783081055e-01
-1.080333095560806400e+16,1.188877549174784000e+15,-1.511610518601728000e+16,8.207696676254272461e-01
-1.080333095560806400e+16,1.268464098476032000e+15,-1.500167222486630400e+16,7.686129808425903320e-01
-1.080333095560806400e+16,1.348050781995008000e+15,-1.490341088932659200e+16,7.716293334960937500e-01
-1.080333095560806400e+16,1.427637465513984000e+15,-1.487142412038963200e+16,7.863506078720092773e-01
-1.080333095560806400e+16,1.507224014815232000e+15,-1.490456408804556800e+16,7.863697409629821777e-01
-1.080333095560806400e+16,1.586810698334208000e+15,-1.497304197287116800e+16,7.015399336814880371e-01
-1.080333095560806400e+16,1.666397381853184000e+15,-1.502538796053299200e+16,6.560631394386291504e-01
-1.080333095560806400e+16,1.745984065372160000e+15,-1.508116347958067200e+16,8.019331693649291992e-01
-1.080333095560806400e+16,1.825570748891136000e+15,-1.482007563888230400e+16,8.496496081352233887e-01
-1.080333095560806400e+16,1.905157298192384000e+15,-1.598708053023129600e+16,7.245703339576721191e-01
-1.080333095560806400e+16,1.984743981711360000e+15,-1.598706335036211200e+16,6.570208668708801270e-01
-1.080333095560806400e+16,2.064330531012608000e+15,2.481813995493785600e+16,6.291716098785400391e-01
-1.080333095560806400e+16,2.143917214531584000e+15,2.486826866573312000e+16,5.575707554817199707e-01
-1.080333095560806400e+16,2.223504032268288000e+15,2.493701605975654400e+16,4.354642927646636963e-01
-1.080333095560806400e+16,2.303090581569536000e+15,2.507960682650009600e+16,5.962384939193725586e-01
-1.080333095560806400e+16,3.974410264379392000e+15,2.635452062367744000e+16,9.185924530029296875e-01
-1.080333095560806400e+16,4.053996813680640000e+15,2.643445855499059200e+16,8.789690136909484863e-01
-1.080333095560806400e+16,4.133583094546432000e+15,2.647431370401382400e+16,8.790106773376464844e-01
-1.080333095560806400e+16,4.213169912283136000e+15,2.653528505974784000e+16,9.350478053092956543e-01
-1.080333095560806400e+16,4.292756730019840000e+15,2.659116043678515200e+16,9.653150439262390137e-01
-1.080333095560806400e+16,6.123249511432192000e+15,3.154982688155238400e+16,9.067116975784301758e-01
-1.080333095560806400e+16,6.202835792297984000e+15,2.814845544877260800e+16,8.414892554283142090e-01
-1.080333095560806400e+16,6.282422610034688000e+15,2.817061962750361600e+16,8.487920761108398438e-01
-1.080333095560806400e+16,6.362009427771392000e+15,2.820496648096972800e+16,8.099362850189208984e-01
-1.080333095560806400e+16,6.441596245508096000e+15,2.830915809260339200e+16,8.475883007049560547e-01
-1.080333095560806400e+16,6.521182526373888000e+15,2.831202713075712000e+16,9.164913892745971680e-01
-1.080333095560806400e+16,6.600769344110592000e+15,2.824019380273152000e+16,7.804196476936340332e-01
-1.080333095560806400e+16,6.680356161847296000e+15,2.814237162759782400e+16,7.384973764419555664e-01
-1.080333095560806400e+16,6.759942442713088000e+15,2.812344370672435200e+16,8.068691492080688477e-01
-1.080333095560806400e+16,6.839529260449792000e+15,2.812535067220377600e+16,7.620388269424438477e-01
-1.080333095560806400e+16,1.169431440497049600e+16,-2.817362180964352000e+16,7.335340976715087891e-01
-1.080333095560806400e+16,1.177390122270720000e+16,-2.804155586025881600e+16,6.772760152816772461e-01
-1.080333095560806400e+16,1.185348804044390400e+16,-2.791775342795161600e+16,7.157183289527893066e-01
-1.080333095560806400e+16,1.193307378443878400e+16,-2.785376915265945600e+16,7.695884704589843750e-01
-1.080333095560806400e+16,1.201266060217548800e+16,-2.779590735324774400e+16,7.383460402488708496e-01
-1.080333095560806400e+16,1.209224741991219200e+16,-2.781001417333145600e+16,6.933936476707458496e-01
-1.080333095560806400e+16,1.217183423764889600e+16,-2.664763871985664000e+15,7.286010384559631348e-01
-1.080333095560806400e+16,1.225142105538560000e+16,-2.802695082396876800e+16,7.411081194877624512e-01
-1.080333095560806400e+16,1.304728708526899200e+16,-2.869677889106739200e+16,1.107380509376525879e+00
-1.080333095560806400e+16,1.312687390300569600e+16,-2.865881567513804800e+16,5.773432850837707520e-01
-1.080333095560806400e+16,1.320646072074240000e+16,-2.855046653516185600e+16,5.385195612907409668e-01
-1.080333095560806400e+16,1.328604646473728000e+16,-2.844467075324313600e+16,7.187790274620056152e-01
-1.080333095560806400e+16,1.511654005145600000e+16,1.007041518764032000e+16,6.525695919990539551e-01
-1.080333095560806400e+16,1.519612686919270400e+16,1.004520158212915200e+16,7.211145758628845215e-01
-1.080333095560806400e+16,1.527571368692940800e+16,1.004173232229580800e+16,7.584536075592041016e-01
-1.080333095560806400e+16,1.535530050466611200e+16,1.002866703178137600e+16,7.881470322608947754e-01
-1.080333095560806400e+16,1.543488732240281600e+16,1.000137036713164800e+16,7.773627638816833496e-01
-1.080333095560806400e+16,1.551447414013952000e+16,9.975583383486464000e+15,7.897047996520996094e-01
-1.080333095560806400e+16,1.559406095787622400e+16,9.943619163127808000e+15,7.989503145217895508e-01
-1.080333095560806400e+16,1.567364777561292800e+16,9.928219557888000000e+15,8.053787350654602051e-01
-1.080333095560806400e+16,1.575323244586598400e+16,9.948685077053440000e+15,7.826669216156005859e-01
-1.080333095560806400e+16,1.583281926360268800e+16,9.968717878263808000e+15,8.053119182586669922e-01
-1.080333095560806400e+16,1.591240608133939200e+16,1.660055540518092800e+16,8.114638328552246094e-01
-1.080333095560806400e+16,1.599199289907609600e+16,1.669677663125504000e+16,8.271197080612182617e-01
-1.080333095560806400e+16,1.615116653454950400e+16,1.664401081054003200e+16,8.179604411125183105e-01
-1.080333095560806400e+16,1.623075335228620800e+16,1.649877541768396800e+16,7.006911635398864746e-01
-1.080333095560806400e+16,1.631034017002291200e+16,1.645625416771174400e+16,5.541658997535705566e-01
-1.080333095560806400e+16,1.638992591401779200e+16,1.632311662398668800e+16,4.496252238750457764e-01
-1.080333095560806400e+16,1.646951273175449600e+16,1.629988729336627200e+16,6.649758815765380859e-01
-1.080333095560806400e+16,1.654909954949120000e+16,1.633729323728896000e+16,9.383218884468078613e-01
-1.080333095560806400e+16,1.670827318496460800e+16,1.010640164487168000e+16,7.664557099342346191e-01
-1.080333095560806400e+16,1.678786000270131200e+16,1.015905472269516800e+16,8.020510077476501465e-01
-1.080333095560806400e+16,1.766331285032140800e+16,1.218347145153740800e+16,6.529009938240051270e-01
-1.080333095560806400e+16,1.774289966805811200e+16,1.221678858659430400e+16,6.356132030487060547e-01
-1.080333095560806400e+16,1.798165904752640000e+16,1.246834374737920000e+16,1.081883311271667480e+00
-1.080333095560806400e+16,1.806124586526310400e+16,1.258032213472051200e+16,7.422755956649780273e-01
-1.080333095560806400e+16,1.814083375674163200e+16,1.468231885783040000e+16,6.439722180366516113e-01
-1.080333095560806400e+16,1.822041950073651200e+16,1.480425620058931200e+16,6.599287390708923340e-01
-1.080333095560806400e+16,1.830000739221504000e+16,1.493383321642598400e+16,6.761474013328552246e-01
-1.080333095560806400e+16,1.837959313620992000e+16,1.468678240259276800e+16,6.947498917579650879e-01
-1.080333095560806400e+16,1.845918102768844800e+16,1.459823843056025600e+16,8.146541714668273926e-01
-1.080333095560806400e+16,1.853876462419968000e+16,1.400564139163648000e+16,8.880807161331176758e-01
-1.080333095560806400e+16,1.861835251567820800e+16,1.438453696403865600e+16,8.816264271736145020e-01
-1.080333095560806400e+16,1.869793825967308800e+16,1.452559979616665600e+16,7.802499532699584961e-01
-1.080333095560806400e+16,1.877752615115161600e+16,1.449131844095180800e+16,7.931548357009887695e-01
-1.080333095560806400e+16,1.885711189514649600e+16,2.532602628014080000e+16,8.152307271957397461e-01
-1.080333095560806400e+16,1.893669763914137600e+16,2.539618027595366400e+16,6.541770100593566895e-01
-1.080333095560806400e+16,1.901628553061990400e+16,2.543823659571609600e+16,1.078662276268005371e+00
-1.080333095560806400e+16,2.196099241816883200e+16,9.631622001328128000e+15,9.156873822212219238e-01
-1.080333095560806400e+16,2.204057816216371200e+16,9.591776515981312000e+15,6.839973330497741699e-01
-1.080333095560806400e+16,2.212016390615859200e+16,9.626081493516288000e+15,7.810963392257690430e-01
-1.080333095560806400e+16,2.219975179763712000e+16,9.660104076951552000e+15,7.802708148956298828e-01
-1.080333095560806400e+16,2.227933754163200000e+16,9.701969270669312000e+15,8.116667866706848145e-01
-1.080333095560806400e+16,2.235892543311052800e+16,9.736296796782592000e+15,8.239479064941406250e-01
-1.080333095560806400e+16,2.243851117710540800e+16,9.763802841088000000e+15,8.665608763694763184e-01
-1.080333095560806400e+16,2.251809906858393600e+16,3.474710791087718400e+16,8.862965703010559082e-01
-1.080333095560806400e+16,2.259768481257881600e+16,9.609172207271936000e+15,7.720892429351806641e-01
-1.080333095560806400e+16,2.267727270405734400e+16,9.558222083981312000e+15,7.585840225219726562e-01
-1.080333095560806400e+16,2.275685630056857600e+16,9.478487089872896000e+15,6.840316653251647949e-01
-1.080333095560806400e+16,2.283644419204710400e+16,9.495691655118848000e+15,5.385063886642456055e-01
-1.080333095560806400e+16,2.291602993604198400e+16,1.041675276045516800e+16,5.222177505493164062e-01
-1.080333095560806400e+16,2.323437720698880000e+16,9.219153743314944000e+15,1.316461086273193359e+00
-1.080333095560806400e+16,2.331396509846732800e+16,9.223256510824448000e+15,8.060875535011291504e-01
-1.080333095560806400e+16,2.339355084246220800e+16,9.308168014266368000e+15,1.257555007934570312e+00
-1.080333095560806400e+16,2.347313873394073600e+16,9.333945334235136000e+15,1.139674305915832520e+00
-1.080333095560806400e+16,2.355272447793561600e+16,9.381260841451520000e+15,1.015765428543090820e+00
-1.080333095560806400e+16,2.371189811340902400e+16,9.547099192426496000e+15,1.184160351753234863e+00
-1.080333095560806400e+16,2.379148385740390400e+16,9.543655702396928000e+15,1.259790539741516113e+00
-1.080333095560806400e+16,2.387107174888243200e+16,9.582168674140160000e+15,6.338540315628051758e-01
-1.080333095560806400e+16,2.395065749287731200e+16,9.656415773786112000e+15,1.113137841224670410e+00
-1.080333095560806400e+16,2.403024538435584000e+16,9.720857463095296000e+15,1.167382717132568359e+00
-1.080333095560806400e+16,2.410982898086707200e+16,9.762901971697664000e+15,8.891390562057495117e-01
-1.080333095560806400e+16,2.418941687234560000e+16,9.776623318466560000e+15,9.040993452072143555e-01
-1.080333095560806400e+16,2.426900261634048000e+16,9.771005501243392000e+15,8.676291108131408691e-01
-1.080333095560806400e+16,2.434859050781900800e+16,9.809572160077824000e+15,1.248470425605773926e+00
-1.072374413787136000e+16,-3.510263456622182400e+16,4.905352478851072000e+15,8.950985670089721680e-01
-1.072374413787136000e+16,-3.502304667474329600e+16,4.972658374475776000e+15,1.044495224952697754e+00
-1.072374413787136000e+16,-3.494346093074841600e+16,4.979745070514176000e+15,1.093699693679809570e+00
-1.072374413787136000e+16,-3.486387303926988800e+16,5.057116758867968000e+15,1.025893568992614746e+00
-1.072374413787136000e+16,-3.136205950130585600e+16,-1.314307102998528000e+15,8.971008658409118652e-01
-1.072374413787136000e+16,-3.128247375731097600e+16,-1.295368310489088000e+15,9.020856022834777832e-01
-1.072374413787136000e+16,-3.120288586583244800e+16,-1.271630428897280000e+15,9.505962729454040527e-01
-1.072374413787136000e+16,-3.112330012183756800e+16,-1.252866387869696000e+15,8.856043815612792969e-01
-1.072374413787136000e+16,-3.104371223035904000e+16,-1.268227472621568000e+15,8.138627409934997559e-01
-1.072374413787136000e+16,-9.953252774772736000e+15,2.840082772708556800e+16,8.027028441429138184e-01
-1.072374413787136000e+16,-9.873665957036032000e+15,2.847420294837043200e+16,8.742248415946960449e-01
-1.072374413787136000e+16,-9.794079139299328000e+15,-2.104354660155392000e+16,1.013636708259582520e+00
-1.072374413787136000e+16,-9.714492321562624000e+15,-2.101073734637977600e+16,9.130697846412658691e-01
-1.072374413787136000e+16,-9.634906577567744000e+15,-2.101044099363635200e+16,8.082018494606018066e-01
-1.072374413787136000e+16,-9.555319759831040000e+15,-2.101990924904038400e+16,9.195048213005065918e-01
-1.072374413787136000e+16,-9.475732942094336000e+15,-2.097609843513753600e+16,8.657563924789428711e-01
-1.072374413787136000e+16,-9.396146124357632000e+15,-2.090163229215948800e+16,7.313171625137329102e-01
-1.072374413787136000e+16,-9.316559306620928000e+15,-2.079892029675929600e+16,7.104237079620361328e-01
-1.072374413787136000e+16,-9.236972488884224000e+15,-2.065467596760678400e+16,7.713888287544250488e-01
-1.072374413787136000e+16,-9.157385671147520000e+15,-2.060347780995481600e+16,8.821250200271606445e-01
-1.072374413787136000e+16,-9.077798853410816000e+15,4.870162738053120000e+15,8.260101675987243652e-01
-1.072374413787136000e+16,-8.998213109415936000e+15,4.720640967835648000e+15,7.970715165138244629e-01
-1.072374413787136000e+16,-8.918626828550144000e+15,4.825997052477440000e+15,8.634045124053955078e-01
-1.072374413787136000e+16,-8.839040010813440000e+15,-2.064543105050214400e+16,8.131320476531982422e-01
-1.072374413787136000e+16,-8.759453193076736000e+15,-2.071431158851174400e+16,7.514097690582275391e-01
-1.072374413787136000e+16,-8.679866375340032000e+15,-2.084212981524070400e+16,7.443728446960449219e-01
-1.072374413787136000e+16,-8.600279557603328000e+15,-1.975951458880716800e+16,8.654608130455017090e-01
-1.072374413787136000e+16,-8.520692739866624000e+15,-1.970231850932633600e+16,7.966080904006958008e-01
-1.072374413787136000e+16,-8.441105922129920000e+15,-2.122525593042944000e+16,1.022700548171997070e+00
-1.072374413787136000e+16,-8.361519104393216000e+15,-2.125289619246284800e+16,7.714759111404418945e-01
-1.072374413787136000e+16,-8.281933360398336000e+15,-2.130085379728998400e+16,7.544806003570556641e-01
-1.072374413787136000e+16,-7.883999808585728000e+15,2.571215242998579200e+16,9.593198895454406738e-01
-1.072374413787136000e+16,-7.804412990849024000e+15,2.567045473999257600e+16,8.804229497909545898e-01
-1.072374413787136000e+16,-7.088133778702336000e+15,-1.783564411810611200e+16,8.595606088638305664e-01
-1.072374413787136000e+16,-7.008546960965632000e+15,-1.785514112214630400e+16,9.447427392005920410e-01
-1.072374413787136000e+16,-6.928960143228928000e+15,-1.776204877974732800e+16,9.054482579231262207e-01
-1.072374413787136000e+16,-6.849373325492224000e+15,-1.766254727240089600e+16,9.122600555419921875e-01
-1.072374413787136000e+16,-6.769786507755520000e+15,-1.753109120837222400e+16,8.394076228141784668e-01
-1.072374413787136000e+16,-6.690200226889728000e+15,-1.732190697370419200e+16,8.249249458312988281e-01
-1.072374413787136000e+16,-6.610613409153024000e+15,-1.709428766565990400e+16,8.057535290718078613e-01
-1.072374413787136000e+16,-6.531027128287232000e+15,-1.694626698651238400e+16,7.557682394981384277e-01
-1.072374413787136000e+16,-6.451440310550528000e+15,-1.685349247169331200e+16,7.621251344680786133e-01
-1.072374413787136000e+16,-6.371854029684736000e+15,-1.677559464984576000e+16,7.865245342254638672e-01
-1.072374413787136000e+16,-5.894333660135424000e+15,-1.871983400294809600e+16,4.211891889572143555e-01
-1.072374413787136000e+16,-3.232687330426880000e+14,2.367358056267776000e+16,8.879446387290954590e-01
-1.072374413787136000e+16,-2.436820495237120000e+14,2.363706475072716800e+16,9.011697769165039062e-01
-1.072374413787136000e+16,-1.640954163363840000e+14,2.051127559952793600e+16,8.777930140495300293e-01
-1.072374413787136000e+16,-8.450878314905600000e+13,2.308346708859289600e+16,9.026910662651062012e-01
-1.072374413787136000e+16,-4.922140000256000000e+12,2.055806712073420800e+16,8.903890252113342285e-01
-1.072374413787136000e+16,7.466450839142400000e+13,2.060326950404096000e+16,8.790368437767028809e-01
-1.072374413787136000e+16,1.542511331901440000e+14,2.062922613889433600e+16,8.019289374351501465e-01
-1.072374413787136000e+16,2.338377831546880000e+14,2.054743922416025600e+16,7.654306292533874512e-01
-1.072374413787136000e+16,3.134244331192320000e+14,2.050929347212083200e+16,8.413133025169372559e-01
-1.072374413787136000e+16,3.930110830837760000e+14,2.048830826191257600e+16,8.878447413444519043e-01
-1.072374413787136000e+16,4.725977330483200000e+14,2.045959425805516800e+16,7.780416011810302734e-01
-1.072374413787136000e+16,5.521843494584320000e+14,2.057401433430425600e+16,7.707206606864929199e-01
-1.072374413787136000e+16,1.109290865655808000e+15,-1.525608031767756800e+16,7.677201032638549805e-01
-1.072374413787136000e+16,1.188877549174784000e+15,-1.513203629345996800e+16,7.560089826583862305e-01
-1.072374413787136000e+16,1.268464098476032000e+15,-1.503918661671321600e+16,7.001129984855651855e-01
-1.072374413787136000e+16,1.348050781995008000e+15,-1.494884627460915200e+16,7.242010831832885742e-01
-1.072374413787136000e+16,1.427637465513984000e+15,-1.490256155954380800e+16,7.562392354011535645e-01
-1.072374413787136000e+16,1.507224014815232000e+15,-1.494348830290739200e+16,7.704356312751770020e-01
-1.072374413787136000e+16,1.586810698334208000e+15,-1.499817826897100800e+16,7.727820873260498047e-01
